,All people aged 16 to 74,Economically active: Employee: Part-time,Economically active: Employee: Full-time,Economically active: Self-employed,Economically active: Unemployed,Economically active: Full-time student,Economically inactive: Retired,Economically inactive: Student,Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Economically inactive: Other,Unemployed people aged 16 to 74: Aged 16 to 24,Unemployed people aged 16 to 74: Aged 50 to 74,Unemployed people aged 16 to 74: Never worked,Unemployed people aged 16 to 74: Long-term unemployed
S00129369,77,12,31,6,4,-,14,4,2,2,2,1,2,1,3
S00129370,83,15,29,4,7,3,8,5,4,5,3,2,1,-,2
S00129371,43,6,12,4,4,-,4,-,5,3,5,1,-,-,2
S00129372,87,21,30,6,5,4,7,4,2,5,3,2,1,1,2
S00129373,48,6,20,1,2,2,7,3,3,2,2,-,1,-,1
S00129374,57,8,18,5,3,1,12,1,1,8,-,-,-,-,-
S00129375,62,10,16,3,4,3,16,2,3,4,1,1,2,-,1
S00129376,96,15,57,7,2,4,1,4,4,2,-,1,1,-,1
S00129377,59,14,25,1,1,2,13,-,1,-,2,-,-,-,-
S00129378,42,8,11,-,2,1,19,1,-,-,-,-,2,-,-
S00129379,64,11,18,4,2,1,21,3,-,3,1,1,-,1,-
S00129380,102,24,40,7,7,1,10,3,2,3,5,5,2,2,2
S00129381,65,11,22,2,5,3,8,4,2,7,1,3,1,-,2
S00129382,59,13,19,3,4,3,13,-,1,3,-,1,1,-,2
S00129383,43,8,22,1,1,2,7,2,-,-,-,-,-,-,-
S00129384,92,8,36,6,4,1,32,1,-,4,-,1,-,-,3
S00129385,134,25,53,6,3,2,32,6,4,3,-,1,-,1,1
S00129386,103,17,45,8,1,4,14,8,4,1,1,-,1,-,1
S00129387,133,19,59,15,4,4,19,3,6,4,-,1,2,-,-
S00129388,152,23,69,13,3,3,29,7,3,2,-,1,1,-,-
S00129389,118,17,47,11,5,6,24,3,3,1,1,1,-,1,3
S00129390,113,12,60,9,2,6,17,4,3,-,-,1,1,-,-
S00129391,95,19,44,5,2,5,18,1,-,1,-,1,-,-,-
S00129392,90,21,35,2,5,1,16,4,4,-,2,2,2,1,2
S00129393,70,14,29,-,2,1,17,4,2,1,-,-,1,-,-
S00129394,77,16,25,6,2,6,10,5,2,4,1,1,1,1,1
S00129395,94,21,41,4,3,2,11,6,-,6,-,1,1,1,-
S00129396,63,12,27,3,2,-,12,1,2,2,2,1,-,1,1
S00129397,98,17,37,1,2,5,24,6,2,4,-,1,-,-,-
S00129398,61,5,26,5,3,2,14,-,2,4,-,1,-,-,2
S00129399,68,9,16,2,3,2,14,6,3,9,4,1,-,1,-
S00129400,100,16,39,7,6,3,16,4,3,6,-,2,-,1,3
S00129401,120,29,43,10,5,4,16,4,4,5,-,3,1,-,2
S00129402,63,11,18,5,2,-,13,5,7,2,-,-,-,-,1
S00129403,78,16,30,6,3,2,11,5,3,2,-,1,2,-,-
S00129404,88,18,28,3,5,3,18,5,4,2,2,1,-,-,3
S00129405,65,8,18,8,5,2,8,5,6,4,1,2,1,-,-
S00129406,67,9,27,8,1,1,14,1,3,3,-,1,-,-,-
S00129407,102,13,42,6,5,4,21,4,2,4,1,-,-,-,3
S00129408,71,10,22,5,5,1,13,5,4,4,2,3,-,2,1
S00129409,89,21,26,5,7,4,12,4,2,8,-,1,1,-,5
S00129410,67,12,17,2,6,1,11,1,2,11,4,2,1,2,2
S00129411,94,15,32,7,11,-,23,3,-,2,1,3,3,1,5
S00129412,63,12,16,5,2,-,25,1,1,1,-,1,1,-,1
S00129413,80,13,23,4,4,-,14,6,4,10,2,2,-,2,2
S00129414,57,3,17,4,1,1,23,6,-,-,2,-,1,-,-
S00129415,98,11,29,7,3,5,32,3,3,5,-,1,-,-,1
S00129416,72,14,26,5,2,2,16,2,2,2,1,1,1,-,2
S00129417,79,19,39,4,3,2,4,1,2,4,1,2,-,1,2
S00129418,69,5,41,3,4,2,7,3,-,2,2,2,1,-,2
S00129419,66,11,22,4,1,2,23,2,1,-,-,1,-,1,-
S00129420,92,14,21,7,-,2,37,4,3,3,1,-,-,-,-
S00129421,90,14,28,9,5,1,27,2,1,2,1,2,1,1,2
S00129422,68,5,20,9,2,3,21,4,3,1,-,-,1,-,1
S00129423,101,14,35,6,3,2,33,4,2,1,1,-,2,-,-
S00129424,120,12,26,18,3,1,47,6,5,2,-,-,1,-,2
S00129425,84,6,17,2,-,-,48,1,5,2,3,-,-,-,-
S00129426,73,8,14,10,2,-,31,2,5,-,1,-,2,-,2
S00129427,93,11,36,15,-,-,20,7,2,-,2,-,-,-,-
S00129428,128,17,43,21,3,7,25,5,5,-,2,2,-,1,1
S00129429,97,13,27,11,3,5,31,4,3,-,-,1,2,1,1
S00129430,95,13,33,7,2,4,27,4,2,-,3,-,-,-,1
S00129431,77,5,23,8,3,1,34,1,1,-,1,1,1,1,1
S00129432,108,16,33,5,4,4,38,2,5,1,-,1,-,-,3
S00129433,97,19,28,10,5,4,25,4,1,1,-,2,1,-,2
S00129434,110,16,35,8,3,-,31,9,6,2,-,2,-,1,1
S00129435,95,13,32,11,3,5,15,6,7,3,-,2,-,2,-
S00129436,89,9,38,6,2,2,28,2,1,-,1,1,1,-,1
S00129437,97,9,30,14,2,3,32,3,3,-,1,-,2,-,2
S00129438,82,9,29,5,3,2,23,3,3,5,-,-,1,1,1
S00129439,83,11,30,8,2,-,21,5,5,-,1,1,-,1,-
S00129440,64,15,17,4,2,1,18,5,1,1,-,1,1,1,1
S00129441,78,9,23,9,4,2,25,2,3,-,1,2,1,1,1
S00129442,96,13,34,6,2,3,33,1,-,4,-,-,-,-,1
S00129443,101,13,47,4,3,1,18,8,3,2,2,-,1,-,1
S00129444,66,13,28,3,3,1,14,1,1,2,-,2,1,1,1
S00129445,60,9,22,8,-,2,15,2,1,1,-,-,-,-,-
S00129446,70,11,26,2,-,2,19,4,2,2,2,-,-,-,-
S00129447,59,3,20,3,-,1,30,1,-,1,-,-,-,-,-
S00129448,105,9,30,17,2,6,36,2,3,-,-,-,-,-,-
S00129449,61,8,20,8,1,2,20,1,-,1,-,1,-,1,-
S00129450,108,11,28,15,6,-,40,6,1,1,-,1,1,1,1
S00129451,63,6,13,4,1,3,32,3,-,1,-,-,-,-,-
S00129452,85,13,21,14,3,2,20,5,6,1,-,2,-,-,1
S00129453,86,13,21,11,2,3,29,3,4,-,-,1,-,-,1
S00129454,85,13,20,6,2,-,36,2,3,2,1,-,1,-,1
S00129455,72,7,21,6,2,1,20,7,3,2,3,-,-,-,-
S00129456,60,10,21,8,1,2,16,-,1,-,1,-,1,-,-
S00129457,78,13,24,9,2,1,19,1,6,3,-,-,1,-,-
S00129458,60,7,14,8,-,-,28,-,2,1,-,-,-,-,-
S00129459,55,8,15,4,2,2,21,-,-,2,1,-,-,1,-
S00129460,86,8,33,11,1,2,22,-,5,2,2,1,-,-,-
S00129461,96,11,24,17,2,2,29,4,7,-,-,1,-,-,-
S00129462,51,7,17,7,1,1,16,1,1,-,-,-,1,-,-
S00129463,109,15,46,15,1,2,18,5,6,-,1,-,-,-,1
S00129464,70,16,21,5,4,1,16,3,3,-,1,2,-,2,-
S00129465,108,18,34,15,2,-,31,3,5,-,-,-,-,-,2
S00129466,75,6,34,7,3,2,17,2,4,-,-,-,1,-,2
S00129467,88,6,24,7,2,3,25,6,3,4,8,-,1,-,1
S00129468,79,3,21,9,1,2,34,7,2,-,-,-,-,-,-
S00129469,71,5,20,3,3,1,30,5,2,2,-,1,1,1,2
S00129470,74,8,20,10,3,3,25,3,1,1,-,2,1,1,1
S00129471,52,6,16,6,-,-,20,-,4,-,-,-,-,-,-
S00129472,61,6,13,3,1,2,32,2,1,-,1,-,1,-,-
S00129473,77,6,14,8,5,1,15,-,3,22,3,2,1,-,2
S00129474,82,8,27,-,6,3,19,1,1,15,2,1,1,-,1
S00129475,92,18,25,3,7,5,19,4,2,9,-,2,1,-,1
S00129476,64,11,16,2,6,2,12,-,3,11,1,3,2,2,3
S00129477,54,8,17,3,3,-,7,1,3,11,1,1,1,-,1
S00129478,79,13,24,1,14,-,13,2,1,8,3,5,1,2,3
S00129479,61,9,9,2,11,2,9,2,10,4,3,5,-,2,4
S00129480,109,8,47,2,18,-,14,2,3,13,2,11,1,3,4
S00129481,58,3,20,6,3,-,11,1,1,9,4,3,-,1,1
S00129482,72,11,20,3,15,2,5,-,4,5,7,3,1,4,7
S00129483,81,20,20,5,6,2,3,5,10,7,3,1,1,-,3
S00129484,49,6,17,2,13,1,5,1,3,1,-,-,3,-,7
S00129485,82,17,19,2,11,3,11,1,4,10,4,2,1,2,4
S00129486,59,10,5,2,7,2,5,5,7,14,2,1,1,1,3
S00129487,83,15,19,3,11,1,4,5,4,14,7,3,3,1,-
S00129488,65,12,19,2,12,1,13,-,2,4,-,3,1,-,8
S00129489,81,5,53,4,2,3,8,2,1,1,2,-,1,-,1
S00129490,62,11,25,6,2,1,14,2,-,1,-,-,-,1,1
S00129491,59,8,22,3,1,3,9,-,3,8,2,-,-,-,-
S00129492,94,11,52,8,3,1,12,6,-,1,-,1,1,-,1
S00129493,101,20,33,5,2,5,24,3,5,3,1,1,-,1,-
S00129494,91,14,36,12,3,4,12,1,6,3,-,1,-,-,1
S00129495,110,20,47,14,4,3,15,4,1,2,-,1,-,-,1
S00129496,62,9,22,8,2,6,13,-,1,1,-,-,1,-,1
S00129497,82,14,28,7,1,3,20,2,5,1,1,-,-,-,1
S00129498,84,11,41,4,5,1,10,2,-,8,2,1,-,-,2
S00129499,74,9,33,2,4,-,14,-,4,7,1,-,2,-,2
S00129500,95,14,33,3,3,3,22,1,8,7,1,1,-,-,1
S00129501,57,12,21,-,1,1,12,2,-,5,3,-,1,-,-
S00129502,98,15,27,6,1,3,25,5,3,13,-,-,1,-,1
S00129503,65,7,25,3,2,6,11,3,1,4,3,1,1,-,-
S00129504,53,9,17,3,2,-,14,2,2,2,2,-,-,-,1
S00129505,58,4,16,1,12,-,9,-,3,13,-,3,-,1,10
S00129506,113,15,40,12,7,8,6,2,9,10,4,4,2,-,4
S00129507,93,17,34,3,5,-,19,3,1,8,3,1,1,-,2
S00129508,52,6,13,-,7,1,8,1,-,15,1,3,-,1,4
S00129509,76,13,26,4,4,1,15,-,-,11,2,3,1,-,-
S00129510,89,13,28,4,14,4,10,2,4,6,4,7,-,1,6
S00129511,111,21,27,4,7,1,19,4,7,15,6,4,-,2,1
S00129512,96,17,22,4,11,4,9,5,8,14,2,4,-,2,8
S00129513,86,11,25,2,4,2,25,7,1,9,-,1,1,-,1
S00129514,87,12,14,3,22,5,2,2,7,11,9,9,2,5,8
S00129515,68,9,10,6,16,2,1,2,8,8,6,4,1,4,5
S00129516,65,13,14,2,8,1,9,5,2,9,2,2,-,1,2
S00129517,72,19,8,3,18,3,1,9,5,5,1,7,1,2,8
S00129518,79,17,17,1,8,4,8,3,7,11,3,3,-,4,1
S00129519,84,17,26,2,9,1,10,4,8,4,3,2,1,1,4
S00129520,47,5,16,1,6,-,2,6,5,5,1,-,1,-,4
S00129521,72,14,16,3,8,3,2,8,9,7,2,2,-,1,5
S00129522,72,16,23,7,9,-,13,1,-,2,1,2,4,1,5
S00129523,48,9,13,1,6,-,1,2,8,7,1,1,1,-,6
S00129524,124,18,39,3,14,11,22,-,7,7,3,6,3,3,4
S00129525,98,23,30,-,9,2,19,4,5,4,2,2,1,2,4
S00129526,97,21,22,6,4,7,23,2,1,11,-,2,-,-,1
S00129527,132,29,28,-,8,3,12,7,19,17,9,2,2,1,6
S00129528,83,16,19,6,8,1,12,5,5,7,4,1,1,1,3
S00129529,85,20,16,-,9,1,5,8,5,13,8,3,2,-,7
S00129530,81,11,21,1,12,1,3,7,8,11,6,6,-,2,7
S00129531,85,14,32,-,9,-,12,2,3,11,2,2,1,-,5
S00129532,134,29,55,8,8,5,12,9,6,2,-,5,-,-,4
S00129533,91,22,24,6,7,2,7,5,9,7,2,3,-,-,4
S00129534,124,29,53,8,3,3,16,4,3,5,-,-,-,-,1
S00129535,50,7,10,3,5,2,9,-,1,11,2,1,2,1,3
S00129536,124,25,46,5,4,5,25,5,1,8,-,2,-,-,-
S00129537,123,20,52,6,1,7,27,-,3,5,2,-,1,-,1
S00129538,106,17,37,1,3,3,37,1,2,5,-,-,1,1,1
S00129539,93,18,45,1,2,5,11,6,1,3,1,1,1,-,-
S00129540,94,17,34,3,3,3,27,2,1,3,1,-,1,1,2
S00129541,69,10,25,3,4,2,16,2,1,4,2,3,1,-,1
S00129542,74,13,33,3,1,4,12,1,1,3,3,1,-,-,-
S00129543,54,7,21,-,10,1,10,-,1,3,1,1,5,1,5
S00129544,51,9,26,-,4,-,5,1,1,5,-,-,-,-,2
S00129545,58,9,25,2,4,-,9,-,-,8,1,1,1,1,2
S00129546,75,15,30,3,6,4,10,2,-,4,1,-,2,-,4
S00129547,57,7,14,6,3,-,24,1,1,-,1,1,1,-,-
S00129548,65,11,23,3,1,1,18,1,3,2,2,-,1,-,1
S00129549,58,7,30,9,3,1,6,1,-,1,-,1,1,-,1
S00129550,36,1,8,-,1,2,16,2,1,4,1,-,-,-,1
S00129551,54,6,21,4,2,-,9,1,1,7,3,2,-,1,-
S00129552,55,6,16,1,9,1,15,2,1,2,2,1,4,-,6
S00129553,43,9,16,1,-,2,8,1,4,-,2,-,-,-,-
S00129554,62,13,24,-,4,-,5,-,3,11,2,-,2,-,4
S00129555,82,16,32,3,6,1,12,2,2,8,-,3,1,-,3
S00129556,89,15,49,5,1,1,13,4,-,1,-,1,-,-,-
S00129557,80,14,27,3,4,5,20,5,1,1,-,-,1,-,2
S00129558,145,25,73,13,5,7,12,3,1,6,-,2,1,-,1
S00129559,89,14,43,4,3,2,14,2,3,4,-,-,3,-,1
S00129560,64,7,22,1,16,2,2,1,2,8,3,3,3,2,2
S00129561,58,3,4,1,-,-,37,-,-,11,2,-,-,-,-
S00129562,55,2,4,1,-,-,33,1,-,11,3,-,-,-,-
S00129563,80,3,18,7,3,1,34,-,-,11,3,1,-,-,1
S00129564,70,11,15,1,7,2,11,5,-,14,4,4,-,1,3
S00129565,56,5,12,-,11,3,3,2,4,7,9,5,2,-,8
S00129566,84,16,15,3,13,2,6,3,4,14,8,6,-,2,5
S00129567,88,8,22,1,9,5,6,10,5,15,7,5,-,2,2
S00129568,69,11,19,2,7,4,11,-,5,8,2,3,1,1,2
S00129569,98,19,34,11,5,2,19,2,3,3,-,2,-,-,1
S00129570,61,10,19,1,5,-,19,3,2,2,-,3,-,1,-
S00129571,197,13,42,7,2,51,33,38,3,6,2,-,-,-,2
S00129572,72,16,17,2,5,2,19,3,4,4,-,1,2,-,2
S00129573,77,3,19,2,18,3,5,2,1,20,4,5,5,3,9
S00129574,67,19,24,3,3,2,7,2,3,4,-,-,3,-,3
S00129575,72,9,25,4,7,1,12,3,5,4,2,2,1,1,2
S00129576,69,9,28,3,3,1,12,3,4,3,3,1,1,1,2
S00129577,77,16,29,4,4,4,14,3,1,2,-,3,-,-,3
S00129578,66,13,18,2,4,2,18,4,3,1,1,-,-,-,-
S00129579,135,34,44,6,9,3,19,4,5,9,2,2,2,1,4
S00129580,103,18,36,8,4,2,15,5,2,9,4,1,-,1,1
S00129581,151,21,55,5,10,3,31,5,6,11,4,6,2,4,2
S00129582,68,8,25,1,2,3,18,3,3,4,1,-,-,-,2
S00129583,139,28,45,7,11,8,12,7,3,14,4,4,1,1,4
S00129584,111,21,42,5,3,9,19,4,-,5,3,1,-,-,-
S00129585,73,9,27,2,1,5,16,4,2,7,-,1,-,1,-
S00129586,121,28,38,3,13,6,3,9,7,12,2,8,2,3,3
S00129587,71,19,16,-,1,1,13,6,4,11,-,-,-,-,-
S00129588,108,27,24,1,6,4,19,6,9,8,4,2,-,2,2
S00129589,109,21,27,1,15,7,10,6,7,11,4,6,1,3,7
S00129590,97,14,23,7,11,3,18,5,5,6,5,4,2,1,4
S00129591,99,20,32,5,3,8,14,-,7,9,1,2,-,-,-
S00129592,45,5,13,2,3,3,9,1,2,7,-,2,-,1,2
S00129593,42,4,8,2,2,1,10,2,2,9,2,1,-,1,-
S00129594,100,17,36,4,10,3,18,2,5,5,-,1,3,-,5
S00129595,67,17,15,1,12,2,6,-,1,12,1,4,3,3,3
S00129596,64,13,19,2,4,3,12,2,3,3,3,1,-,-,1
S00129597,79,8,30,1,5,1,17,3,3,10,1,3,-,1,1
S00129598,63,13,14,6,6,4,8,3,4,4,1,-,1,-,2
S00129599,84,15,18,2,12,4,7,8,14,1,3,2,1,1,7
S00129600,57,12,12,3,2,1,9,3,3,7,5,1,-,-,1
S00129601,68,11,17,1,6,1,11,1,6,12,2,2,-,1,1
S00129602,48,4,8,-,15,-,-,4,6,7,4,6,2,3,8
S00129603,80,16,27,-,7,4,9,-,6,7,4,3,1,2,2
S00129604,106,15,28,1,6,4,17,9,9,14,3,2,-,1,3
S00129605,78,10,22,4,3,6,19,4,3,7,-,-,-,-,2
S00129606,86,15,26,-,9,3,16,5,4,5,3,4,1,3,4
S00129607,76,15,30,2,7,1,8,3,3,5,2,4,-,-,2
S00129608,178,29,65,11,17,10,10,9,10,12,5,3,2,2,5
S00129609,78,17,27,-,5,2,9,1,8,9,-,3,1,1,2
S00129610,65,11,22,2,8,2,7,4,1,7,1,3,-,-,4
S00129611,77,7,28,10,1,2,20,4,3,1,1,1,-,-,-
S00129612,67,7,23,2,1,3,24,2,2,3,-,-,-,-,-
S00129613,76,16,28,2,2,1,18,7,-,2,-,-,-,1,-
S00129614,87,18,29,7,2,3,17,3,4,2,2,1,1,1,-
S00129615,58,4,25,13,-,-,9,2,4,1,-,-,-,-,-
S00129616,119,13,39,13,6,3,33,5,5,2,-,-,2,-,2
S00129617,90,11,24,8,-,3,33,5,3,3,-,-,-,-,-
S00129618,81,13,29,4,3,2,23,3,2,1,1,3,-,-,-
S00129619,115,20,37,18,7,2,21,6,-,3,1,1,5,-,3
S00129620,56,4,19,7,2,2,18,2,1,1,-,-,1,-,1
S00129621,45,4,13,11,1,3,8,1,4,-,-,1,-,1,-
S00129622,109,18,40,7,5,6,16,6,4,7,-,2,1,1,2
S00129623,81,16,37,4,3,2,9,3,4,3,-,-,-,-,2
S00129624,109,17,31,11,2,2,35,4,2,2,3,-,1,-,1
S00129625,65,8,23,7,-,1,19,2,1,3,1,-,-,-,-
S00129626,83,8,32,11,3,2,15,5,1,5,1,1,1,-,2
S00129627,84,10,26,6,4,6,29,2,-,1,-,1,1,1,2
S00129628,65,9,20,10,-,2,19,2,-,2,1,-,-,-,-
S00129629,63,13,23,2,2,3,14,3,1,2,-,-,2,-,2
S00129630,82,15,26,5,-,3,18,5,1,9,-,-,-,-,-
S00129631,66,7,38,2,3,1,5,1,4,5,-,-,-,-,1
S00129632,117,13,45,11,4,3,29,5,1,2,4,1,-,-,2
S00129633,80,10,33,7,4,1,19,3,1,2,-,2,1,-,1
S00129634,54,6,17,4,-,-,24,1,-,2,-,-,-,-,-
S00129635,77,10,26,5,3,-,26,2,2,3,-,2,1,1,-
S00129636,58,11,21,2,1,-,16,3,1,2,1,-,-,-,-
S00129637,75,9,24,7,-,2,32,1,-,-,-,-,-,-,-
S00129638,130,21,55,11,2,2,28,9,-,2,-,1,-,-,-
S00129639,99,7,33,20,6,4,17,8,-,3,1,2,1,1,3
S00129640,60,11,30,5,2,-,10,1,1,-,-,-,-,-,1
S00129641,76,10,35,7,1,2,19,-,-,2,-,-,-,-,1
S00129642,101,18,44,5,6,5,14,6,2,-,1,1,3,-,2
S00129643,115,6,40,6,3,6,46,-,4,4,-,-,1,-,2
S00129644,58,8,22,5,4,2,13,3,-,1,-,-,3,-,2
S00129645,116,23,39,13,2,5,21,3,7,2,1,-,1,-,1
S00129646,124,11,54,12,4,2,30,5,5,-,1,-,3,-,4
S00129647,96,20,31,10,6,4,14,2,3,2,4,2,-,2,3
S00129648,82,9,34,5,3,4,20,2,1,2,2,1,1,-,1
S00129649,89,13,37,8,6,1,20,1,-,3,-,2,2,1,2
S00129650,71,8,31,2,-,1,7,1,5,13,3,-,-,-,-
S00129651,64,9,31,3,3,5,6,2,2,3,-,-,1,-,2
S00129652,69,6,38,3,4,4,12,-,1,1,-,-,-,-,2
S00129653,81,14,33,4,2,2,23,-,2,-,1,1,1,1,-
S00129654,84,15,39,3,3,1,5,7,4,3,4,1,-,1,-
S00129655,77,12,31,10,2,2,10,-,2,7,1,-,-,-,1
S00129656,94,16,31,10,3,3,14,6,2,5,4,1,1,1,1
S00129657,96,19,32,5,1,3,15,7,3,7,4,-,-,-,-
S00129658,69,14,22,3,2,3,16,2,5,2,-,-,-,-,1
S00129659,94,15,42,4,2,5,18,2,1,5,-,-,-,-,2
S00129660,85,20,32,3,2,4,17,4,1,2,-,-,-,-,-
S00129661,94,18,39,4,8,2,16,2,1,1,3,3,3,1,3
S00129662,104,21,25,2,3,7,22,6,8,9,1,1,-,-,2
S00129663,105,16,48,9,4,6,15,4,1,-,2,-,2,-,1
S00129664,91,17,31,4,9,7,10,5,5,2,1,7,-,-,1
S00129665,136,16,42,9,9,3,33,2,2,20,-,3,-,-,2
S00129666,53,11,19,2,2,1,5,1,3,9,-,1,-,-,-
S00129667,80,15,15,5,17,-,3,2,8,12,3,5,1,5,5
S00129668,64,12,16,3,12,2,3,3,8,3,2,3,-,1,9
S00129669,98,15,32,-,8,9,19,2,3,10,-,2,1,2,2
S00129670,66,6,28,4,2,1,20,1,3,1,-,-,2,-,1
S00129671,99,20,42,10,3,4,12,3,3,-,2,2,1,-,-
S00129672,85,17,46,3,1,2,12,2,2,-,-,-,1,-,-
S00129673,130,18,56,6,4,5,30,7,3,-,1,4,-,2,-
S00129674,121,12,60,9,3,3,22,6,3,1,2,1,1,-,1
S00129675,74,15,30,4,1,3,16,3,1,1,-,-,1,-,-
S00129676,70,11,31,3,1,-,21,3,-,-,-,-,1,-,-
S00129677,64,14,19,3,2,2,16,3,3,1,1,-,1,-,2
S00129678,52,5,22,4,1,-,12,1,1,4,2,1,-,-,-
S00129679,77,10,35,4,3,3,16,3,-,3,-,2,-,-,-
S00129680,89,24,32,5,7,3,9,5,-,4,-,2,1,-,5
S00129681,83,14,28,4,4,3,22,2,2,3,1,2,1,-,2
S00129682,108,16,36,8,1,5,30,1,4,7,-,-,1,-,1
S00129683,94,16,37,4,5,8,16,8,-,-,-,1,3,-,4
S00129684,81,10,34,7,4,1,12,6,3,3,1,1,2,1,2
S00129685,65,12,19,3,1,-,23,2,2,2,1,-,1,-,-
S00129686,69,13,24,6,1,-,21,-,1,2,1,-,1,-,-
S00129687,69,7,30,1,4,2,21,3,-,1,-,1,1,-,3
S00129688,75,12,25,6,2,1,22,1,4,1,1,2,-,2,-
S00129689,131,26,54,9,6,1,27,1,3,2,2,1,3,-,1
S00129690,154,21,63,12,5,5,33,4,7,1,3,4,1,1,-
S00129691,67,10,21,1,6,3,15,1,4,6,-,2,-,-,1
S00129692,45,9,19,5,-,2,8,1,-,1,-,-,-,-,-
S00129693,95,15,36,3,4,-,32,-,2,1,2,2,-,-,-
S00129694,69,6,21,8,1,1,25,2,3,2,-,-,-,-,-
S00129695,80,10,26,10,4,4,19,4,1,1,1,3,-,-,1
S00129696,40,7,12,5,-,-,15,-,-,-,1,-,-,-,-
S00129697,51,12,17,2,3,4,8,1,-,3,1,-,2,-,2
S00129698,111,13,36,6,4,4,36,2,3,3,4,2,-,2,1
S00129699,101,12,31,7,4,3,23,3,6,11,1,3,-,-,3
S00129700,48,1,20,5,1,-,19,-,1,1,-,-,1,-,-
S00129701,72,9,33,6,1,2,16,2,1,1,1,-,-,-,1
S00129702,62,8,26,3,3,2,14,4,1,-,1,-,2,-,2
S00129703,87,14,33,7,-,5,24,-,-,4,-,-,-,-,-
S00129704,67,6,32,7,2,1,12,4,1,-,2,1,1,-,-
S00129705,76,10,37,4,-,3,15,-,3,2,2,-,-,-,-
S00129706,87,11,41,7,-,-,18,2,4,3,1,-,-,-,-
S00129707,49,5,22,5,1,-,6,5,1,2,2,-,-,-,-
S00129708,110,13,72,4,2,2,9,4,2,1,1,-,2,-,-
S00129709,137,14,46,18,9,6,20,6,6,11,1,1,3,2,4
S00129710,81,14,37,4,7,2,12,2,1,2,-,2,1,-,3
S00129711,71,11,22,7,5,2,10,3,3,8,-,-,4,-,3
S00129712,147,23,75,10,-,7,17,9,-,6,-,-,-,-,-
S00129713,81,6,46,9,2,7,5,3,3,-,-,-,-,-,2
S00129714,157,26,66,15,8,5,18,9,4,5,1,2,3,2,2
S00129715,69,10,33,4,4,3,11,-,2,-,2,1,-,-,2
S00129716,53,3,17,10,2,-,16,2,1,1,1,1,-,2,-
S00129717,61,13,28,-,2,2,10,3,1,1,1,2,-,-,-
S00129718,81,10,29,3,6,2,15,3,4,8,1,4,1,-,1
S00129719,84,17,24,5,9,1,18,5,-,5,-,5,1,1,3
S00129720,74,13,36,2,2,2,12,4,1,1,1,1,-,1,1
S00129721,91,13,45,9,3,5,9,1,3,3,-,-,1,-,2
S00129722,139,21,50,10,8,2,18,10,8,12,-,3,3,-,4
S00129723,112,21,38,6,5,3,23,2,5,7,2,3,1,1,2
S00129724,122,18,47,7,12,4,20,3,2,9,-,6,1,-,3
S00129725,132,15,51,12,2,7,31,7,5,1,1,1,1,1,1
S00129726,121,24,39,6,6,6,17,5,5,11,2,3,-,3,1
S00129727,94,20,36,3,7,5,7,9,5,2,-,2,-,1,3
S00129728,78,16,33,3,5,-,9,2,6,2,2,1,2,-,2
S00129729,128,21,29,4,17,3,18,5,9,19,3,5,1,3,9
S00129730,102,23,38,7,5,1,12,5,5,6,-,3,1,-,1
S00129731,84,8,27,1,6,2,26,2,3,5,4,2,2,1,3
S00129732,104,13,44,3,12,2,18,1,3,7,1,3,7,-,8
S00129733,61,11,18,6,4,-,16,1,3,1,1,4,-,1,2
S00129734,116,16,44,6,7,3,18,5,4,9,4,5,-,2,3
S00129735,71,12,20,4,5,4,13,2,2,7,2,-,2,-,3
S00129736,50,5,14,5,2,1,16,1,2,4,-,1,1,-,2
S00129737,49,7,23,2,3,1,12,-,-,-,1,-,2,-,2
S00129738,94,10,38,8,-,4,15,4,2,5,8,-,-,-,-
S00129739,75,19,23,3,5,-,21,1,1,2,-,1,1,1,3
S00129740,57,8,18,5,2,2,12,3,-,4,3,-,1,-,2
S00129741,99,19,36,1,4,7,19,-,5,3,5,1,1,-,1
S00129742,90,12,31,3,7,1,15,4,4,7,6,2,-,1,3
S00129743,100,12,33,11,11,3,10,2,11,4,3,5,1,3,3
S00129744,74,11,17,3,6,4,20,4,3,3,3,1,1,-,2
S00129745,67,9,23,7,2,2,9,-,2,11,2,2,-,1,-
S00129746,88,12,35,2,7,2,17,4,2,6,1,2,2,1,1
S00129747,107,11,29,5,11,2,27,9,5,5,3,4,1,1,4
S00129748,80,16,34,1,4,4,12,1,1,6,1,2,2,2,2
S00129749,58,6,17,11,8,4,7,1,1,2,1,3,1,1,2
S00129750,60,12,22,3,-,2,15,2,-,3,1,-,-,-,-
S00129751,74,12,32,3,5,2,10,2,2,3,3,1,2,1,1
S00129752,69,11,24,2,4,5,12,1,2,8,-,1,2,1,1
S00129753,92,12,29,12,5,2,24,3,3,1,1,-,2,-,2
S00129754,104,10,25,26,-,8,20,5,7,1,2,-,-,-,-
S00129755,101,9,34,14,3,3,27,4,3,4,-,1,-,-,-
S00129756,122,20,36,15,3,1,36,7,4,-,-,2,1,1,1
S00129757,126,19,27,17,6,2,45,6,1,2,1,-,4,-,3
S00129758,112,11,34,12,2,2,40,6,1,4,-,-,-,1,1
S00129759,107,10,37,17,4,1,25,4,8,1,-,3,-,1,1
S00129760,54,3,17,-,1,2,21,3,1,4,2,-,1,-,1
S00129761,72,4,26,13,1,3,18,5,1,1,-,-,-,-,-
