,All people,0 to 4,5 to 7,8 to 9,10 to 14,15,16 to 17,18 to 19,20 to 24,25 to 29,30 to 44,45 to 59,60 to 64,65 to 74,75 to 84,85 to 89,90 and over,Mean age,Median age
S00111396,100,3,1,3,3,5,1,3,5,2,15,22,10,11,10,6,-,47.3,50
S00111397,149,1,3,2,10,4,1,4,5,2,21,35,17,23,18,2,1,50.0,53
S00111398,101,7,5,4,8,-,6,4,2,3,20,22,8,2,9,1,-,37.9,40
S00111399,126,3,1,-,-,1,1,1,5,3,6,22,6,22,32,11,12,64.5,72
S00111400,145,10,4,3,14,2,2,6,4,6,43,26,7,14,3,1,-,36.8,39
S00111401,108,9,5,3,3,3,2,3,4,6,26,22,6,9,6,1,-,38.6,41
S00111402,76,5,3,2,6,1,1,1,2,2,19,13,11,7,1,1,1,40.1,43
S00111403,94,1,-,-,5,2,2,6,3,5,13,20,4,23,8,2,-,49.3,50
S00111404,63,1,-,2,4,1,2,2,5,7,15,15,5,4,-,-,-,37.4,37
S00111405,139,7,7,3,5,-,5,2,5,4,24,35,16,20,5,1,-,43.9,48
S00111406,126,2,3,2,8,-,1,1,8,8,18,45,19,8,3,-,-,44.4,52
S00111407,223,14,16,6,10,4,10,10,12,8,54,55,11,10,2,1,-,33.7,36
S00111408,130,20,8,2,12,4,3,7,11,8,33,21,1,-,-,-,-,25.8,24
S00111409,65,3,2,-,4,-,1,-,6,9,11,17,4,5,3,-,-,39.7,42
S00111410,86,4,4,4,7,-,1,1,7,10,28,10,1,9,-,-,-,34.0,36
S00111411,76,5,2,1,5,1,2,1,1,4,14,29,8,3,-,-,-,39.1,45
S00111412,166,5,1,2,10,7,4,4,8,7,32,51,14,18,2,-,1,42.6,45
S00111413,67,2,3,-,3,1,2,1,1,5,3,26,8,10,2,-,-,45.6,51
S00111414,106,3,-,-,2,1,1,-,2,2,9,23,10,22,19,6,6,60.8,65
S00111415,173,8,7,4,12,6,4,2,7,8,41,42,11,18,2,-,1,38.5,41
S00111416,74,4,4,2,2,-,2,-,3,15,16,12,3,7,4,-,-,37.2,37
S00111417,59,6,6,-,2,1,-,-,4,3,11,12,5,6,3,-,-,37.7,35
S00111418,106,4,3,4,6,-,4,5,11,2,26,20,7,11,2,1,-,37.9,39
S00111419,62,3,1,1,4,2,3,1,6,4,9,15,2,6,5,-,-,39.3,43
S00111420,135,12,6,3,3,1,2,8,5,8,23,41,8,10,4,1,-,38.2,44
S00111421,71,1,1,-,2,1,3,1,3,13,17,18,4,1,1,2,3,41.0,39
S00111422,88,4,3,2,7,3,2,-,3,2,18,19,9,12,4,-,-,42.5,45
S00111423,82,2,4,5,9,-,1,-,5,1,18,30,2,2,3,-,-,37.1,40
S00111424,131,16,10,4,15,2,4,3,6,9,30,23,2,1,3,1,2,29.3,27
S00111425,115,9,3,-,7,1,6,2,5,4,19,22,8,17,9,2,1,43.5,46
S00111426,99,11,5,1,3,2,1,-,8,10,16,12,7,8,12,1,2,41.0,37
S00111427,94,4,1,2,6,1,3,-,5,5,16,24,6,9,8,3,1,44.6,46
S00111428,84,2,1,1,4,1,2,4,5,8,20,23,10,3,-,-,-,39.0,42
S00111429,82,3,2,2,2,1,3,2,3,7,21,16,12,4,2,1,1,41.1,41
S00111430,151,8,7,1,2,2,3,3,3,8,31,29,20,20,10,3,1,46.1,49
S00111431,98,3,4,2,8,2,1,1,6,2,15,30,6,12,6,-,-,42.4,46
S00111432,64,3,-,2,5,1,3,2,-,6,10,19,6,6,1,-,-,39.7,44
S00111433,101,2,-,-,4,-,1,-,1,3,4,21,7,31,22,4,1,61.3,67
S00111434,70,2,2,4,1,-,-,-,1,2,9,15,9,14,8,2,1,53.1,58
S00111435,108,1,4,2,13,1,7,-,6,7,19,18,11,15,3,1,-,40.6,42
S00111436,131,11,10,3,10,2,3,1,8,10,32,24,4,6,6,1,-,33.9,32
S00111437,196,7,7,5,19,3,8,6,10,4,46,48,10,20,3,-,-,37.7,40
S00111438,121,12,2,1,3,-,2,3,3,10,18,34,15,13,4,1,-,43.5,52
S00111439,91,6,10,3,13,-,2,1,2,-,35,11,1,6,1,-,-,31.3,36
S00111440,70,2,-,-,5,3,-,4,2,3,14,9,1,20,4,2,1,47.9,46
S00111441,65,-,-,3,-,-,-,1,1,2,6,22,10,18,2,-,-,54.5,57
S00111442,72,-,-,2,4,2,2,-,3,2,6,20,7,13,6,4,1,53.1,56
S00111443,106,2,3,2,5,2,3,-,3,4,14,27,13,18,9,1,-,48.3,52
S00111444,128,8,6,3,6,1,3,1,2,4,23,20,17,20,11,1,2,45.7,49
S00111445,79,-,1,2,2,1,2,-,4,2,17,20,7,17,4,-,-,48.5,51
S00111446,78,2,3,-,4,-,1,2,2,5,14,13,9,11,7,3,2,49.2,53
S00111447,71,1,2,1,7,1,1,1,3,5,12,9,7,14,5,2,-,46.3,48
S00111448,149,11,5,5,14,2,7,4,5,5,40,32,5,10,4,-,-,35.0,37
S00111449,146,12,4,4,7,3,6,3,8,4,31,34,6,12,9,2,1,39.2,39
S00111450,53,-,3,-,1,-,-,-,-,1,10,11,10,11,5,1,-,54.8,61
S00111451,78,3,3,1,7,-,2,1,7,4,13,16,5,7,8,1,-,42.0,43
S00111452,128,1,4,2,5,1,5,5,10,3,14,39,13,13,7,6,-,46.6,50
S00111453,97,4,2,2,5,1,2,1,5,8,20,22,9,8,5,2,1,42.0,44
S00111454,103,3,1,2,4,1,3,1,7,11,12,25,7,17,7,-,2,46.0,48
S00111455,148,4,5,4,12,3,9,4,9,2,27,31,13,15,7,3,-,41.4,43
S00111456,158,7,4,2,4,4,-,1,5,4,23,28,19,25,26,5,1,51.6,57
S00111457,60,5,1,1,2,1,-,-,4,4,9,13,4,11,4,1,-,44.9,50
S00111458,82,4,-,1,4,4,1,1,1,5,5,21,9,17,5,4,-,49.7,55
S00111459,80,7,-,-,2,-,1,1,4,6,16,24,4,10,4,1,-,44.1,46
S00111460,85,6,2,6,3,-,4,1,6,2,13,14,5,10,10,2,1,43.3,44
S00111461,109,1,5,2,8,1,2,4,4,4,25,23,3,17,6,2,2,44.0,44
S00111462,163,12,7,8,20,3,8,1,5,6,50,22,13,8,-,-,-,31.9,33
S00111463,51,3,1,2,2,3,1,-,2,-,9,13,3,8,3,1,-,44.3,47
S00111464,125,6,1,1,8,5,6,5,2,4,21,29,11,14,10,1,1,43.5,46
S00111465,90,7,6,4,4,-,1,2,-,2,22,15,8,8,8,1,2,42.2,43
S00111466,140,9,1,4,3,1,-,2,6,5,16,30,22,27,10,2,2,49.5,54
S00111467,94,1,3,-,4,1,1,-,2,1,8,16,18,16,16,4,3,57.8,62
S00111468,102,1,-,3,10,1,1,-,2,2,13,23,12,22,11,1,-,51.2,59
S00111469,79,1,3,2,4,-,2,3,3,2,12,10,7,11,17,-,2,51.0,57
S00111470,73,1,-,1,2,-,-,1,2,2,4,14,4,25,12,2,3,60.9,67
S00111471,84,2,-,2,8,-,2,2,7,3,15,30,3,9,1,-,-,40.6,45
S00111472,122,1,-,2,7,1,-,2,10,4,6,39,12,22,15,1,-,51.9,56
S00111473,169,5,6,-,8,3,10,6,12,12,25,43,16,12,7,2,2,41.1,44
S00111474,71,1,1,1,3,-,1,3,7,1,16,21,5,9,1,-,1,43.1,46
S00111475,76,3,2,1,5,3,1,2,2,6,22,7,4,12,5,-,1,41.8,39
S00111476,56,2,4,1,1,1,-,1,-,3,13,14,6,5,4,1,-,44.8,48
S00111477,72,2,-,-,3,-,2,2,5,5,18,18,8,7,2,-,-,42.3,44
S00111478,175,46,11,3,15,1,2,2,6,18,63,7,-,-,1,-,-,21.4,25
S00111479,56,1,-,2,1,1,1,-,-,-,9,9,7,11,12,1,1,57.4,64
S00111480,138,5,2,1,5,2,3,1,7,5,25,51,11,13,5,2,-,45.7,50
S00111481,113,6,3,-,6,3,6,-,5,9,14,30,9,15,7,-,-,43.0,46
S00111482,53,1,1,-,1,-,1,-,1,2,12,10,1,3,12,6,2,57.2,58
S00111483,53,1,-,-,-,-,-,-,-,-,1,2,3,11,19,11,5,76.9,81
S00111484,114,4,6,3,14,1,7,2,2,2,23,31,5,12,1,1,-,37.5,41
S00111485,51,1,3,-,4,1,3,-,2,4,7,15,1,7,1,1,1,41.5,45
S00111486,88,5,1,1,7,1,6,2,1,3,19,19,9,10,4,-,-,40.8,44
S00111487,61,3,5,1,1,-,1,-,4,6,19,13,5,1,1,1,-,36.5,35
S00111488,64,4,-,2,3,1,2,2,1,2,10,17,6,7,4,2,1,46.5,50
S00111489,74,3,-,-,5,-,1,-,3,6,13,23,7,12,1,-,-,44.4,47
S00111490,121,2,3,4,5,1,4,2,9,9,17,33,12,14,4,1,1,43.4,47
S00111491,179,22,11,8,25,5,5,5,7,10,37,23,5,10,4,1,1,28.8,26
S00111492,115,5,5,2,8,2,4,1,2,7,24,32,8,10,5,-,-,40.5,43
S00111493,116,3,1,-,11,1,1,1,5,10,15,31,14,16,7,-,-,45.7,48
S00111494,80,8,3,1,5,3,2,1,1,2,19,13,7,8,5,1,1,41.0,42
S00111495,54,5,-,-,3,1,2,2,4,2,6,11,1,11,6,-,-,43.6,46
S00111496,92,4,-,4,8,2,4,3,1,4,17,24,15,5,1,-,-,40.2,44
S00111497,92,3,2,1,3,-,3,1,4,2,17,26,11,11,6,1,1,46.9,50
S00111498,104,-,1,1,10,1,1,1,3,4,9,41,16,11,3,1,1,48.6,52
S00111499,254,4,4,3,9,1,4,1,10,11,53,59,30,26,23,12,4,50.0,49
S00111500,147,7,7,3,8,2,4,4,6,6,22,34,17,18,8,-,1,42.6,46
S00111501,98,1,1,2,5,4,6,2,7,3,9,28,6,9,13,2,-,45.7,49
S00111502,131,6,7,3,8,1,5,2,7,5,27,29,11,10,9,-,1,40.5,42
S00111503,86,3,-,3,3,-,-,-,4,6,18,11,11,15,9,2,1,49.3,53
S00111504,113,1,1,1,4,1,4,1,4,8,15,26,9,19,15,3,1,51.9,57
S00111505,119,3,1,-,7,3,1,2,3,4,21,34,15,15,7,2,1,48.6,52
S00111506,90,2,-,-,1,2,1,1,6,7,14,28,14,11,-,3,-,47.3,51
S00111507,118,5,3,4,6,1,3,1,4,2,11,39,14,20,4,1,-,46.2,52
S00111508,159,10,3,3,7,3,6,-,9,4,30,45,13,17,6,2,1,42.7,47
S00111509,105,2,2,3,8,2,4,-,3,4,25,16,10,17,7,1,1,44.9,44
S00111510,93,5,4,3,6,1,3,1,3,2,31,8,4,17,3,1,1,40.1,40
S00111511,158,4,6,4,13,2,8,3,6,-,27,42,18,15,8,2,-,42.9,46
S00111512,96,6,7,2,7,2,6,1,4,2,23,18,6,10,2,-,-,35.7,37
S00111513,106,-,-,1,3,-,1,-,8,4,17,20,15,11,12,5,9,56.0,58
S00111514,129,28,4,1,3,1,1,1,6,14,60,8,-,1,1,-,-,25.8,30
S00111515,209,34,15,7,12,-,3,3,12,14,79,26,2,1,1,-,-,26.6,31
S00111516,209,22,9,13,15,4,8,1,5,3,77,44,1,7,-,-,-,30.7,34
S00111517,244,38,20,6,12,3,4,2,12,18,87,34,5,1,2,-,-,27.5,31
S00111518,101,13,4,1,2,1,-,2,8,22,36,11,1,-,-,-,-,27.4,29
S00111519,223,17,12,11,23,4,8,8,6,3,75,45,3,6,2,-,-,30.9,36
S00111520,141,9,8,7,16,4,6,-,7,6,43,31,2,-,2,-,-,30.4,34
S00111521,144,1,2,1,11,2,5,2,7,3,22,39,17,22,5,3,2,47.6,51
S00111522,87,4,3,1,6,2,3,3,2,6,22,16,3,14,2,-,-,39.9,41
S00111523,92,3,3,1,6,-,3,1,4,4,17,25,6,7,9,3,-,45.4,50
S00111524,141,2,4,1,11,1,4,2,5,6,26,28,9,20,17,5,-,48.1,49
S00111525,84,3,1,-,6,3,1,3,6,5,15,22,4,7,7,1,-,42.2,43
S00111526,161,10,1,2,14,2,3,3,4,8,41,36,17,18,2,-,-,40.6,43
S00111527,96,9,10,4,11,1,3,-,-,-,29,23,2,3,1,-,-,30.8,34
S00111528,116,4,1,1,6,1,6,3,7,-,20,44,9,9,2,3,-,43.4,47
S00111529,110,10,5,1,7,2,3,1,2,2,31,29,8,8,1,-,-,37.5,41
S00111530,138,17,7,5,6,1,-,1,2,9,58,18,4,8,2,-,-,32.9,34
S00111531,138,8,6,3,4,-,3,-,2,3,30,34,15,20,6,3,1,46.1,50
S00111532,57,4,-,-,7,-,3,-,3,4,9,13,5,3,6,-,-,40.1,42
S00111533,71,1,3,1,-,-,1,3,5,9,14,12,7,7,6,1,1,44.9,44
S00111534,101,10,8,-,10,1,1,2,1,3,34,21,1,6,3,-,-,33.1,35
S00111535,111,8,3,5,8,1,3,2,3,5,22,30,9,5,6,1,-,38.7,41
S00111536,87,3,-,3,6,3,2,4,9,1,11,23,9,8,5,-,-,41.6,46
S00111537,88,2,1,-,5,-,2,3,1,3,14,27,6,17,7,-,-,49.2,54
S00111538,84,2,3,3,4,2,3,6,8,3,13,23,11,2,-,1,-,37.7,43
S00111539,50,1,2,-,5,1,1,-,2,2,8,15,5,3,5,-,-,44.5,47
S00111540,72,2,1,-,4,-,1,-,3,1,12,18,8,12,9,1,-,51.3,58
S00111541,191,6,7,3,12,2,5,4,6,5,30,28,16,19,21,15,12,50.3,51
S00111542,59,2,1,-,-,1,4,1,5,-,7,28,5,4,1,-,-,44.4,50
S00111543,78,3,1,-,3,2,-,1,9,10,19,22,5,2,1,-,-,36.7,34
S00111544,108,3,6,2,8,1,7,3,3,3,17,25,10,6,6,4,4,43.4,45
S00111545,114,4,6,3,6,-,1,2,6,2,23,31,10,17,3,-,-,43.5,50
S00111546,51,2,-,1,1,1,-,1,2,5,10,15,2,10,1,-,-,44.3,46
S00111547,134,3,4,2,12,-,3,6,12,11,30,25,4,9,9,3,1,38.7,36
S00111548,81,6,1,2,6,-,5,1,5,4,15,24,3,5,4,-,-,37.6,40
S00111549,128,9,4,4,5,3,3,3,1,2,25,37,14,15,3,-,-,42.1,46
S00111550,149,8,6,6,8,2,5,4,11,8,25,44,11,8,3,-,-,36.9,39
S00111551,126,8,4,2,5,3,3,2,17,5,24,27,9,6,9,2,-,38.6,38
S00111552,79,3,-,-,3,-,-,1,4,9,8,21,11,6,7,5,1,49.9,53
S00111553,76,6,4,-,2,-,1,-,3,9,11,9,2,15,11,-,3,46.9,48
S00111554,69,5,2,2,7,-,2,1,1,5,17,16,2,7,1,1,-,37.4,42
S00111555,99,4,1,4,7,-,3,1,9,11,20,19,8,3,7,-,2,39.0,39
S00111556,130,9,9,6,8,3,6,1,3,4,35,29,3,7,6,1,-,35.7,38
S00111557,173,8,4,4,9,3,8,3,7,10,30,40,12,15,14,4,2,43.2,45
S00111558,92,5,8,4,-,-,-,2,7,6,25,17,6,5,5,2,-,37.9,38
S00111559,73,5,3,3,12,2,1,1,3,5,18,12,3,2,1,-,2,32.5,32
S00111560,69,2,1,-,3,1,4,1,-,2,20,15,6,9,4,-,1,46.4,45
S00111561,107,5,4,2,6,-,3,-,4,5,22,26,6,14,9,1,-,44.3,47
S00111562,103,11,6,-,3,-,1,1,2,9,23,26,6,11,4,-,-,39.0,38
S00111563,72,4,2,2,2,-,1,-,4,1,14,24,6,8,4,-,-,44.6,50
S00111564,136,9,6,3,17,-,10,3,10,10,28,29,2,8,1,-,-,31.8,30
S00111565,111,10,3,4,24,4,6,3,6,3,18,20,2,5,3,-,-,28.5,22
S00111566,107,4,4,1,6,2,4,1,6,8,16,24,7,17,6,-,1,42.8,45
S00111567,68,3,1,-,2,1,-,1,8,2,11,13,7,7,11,-,1,47.8,51
S00111568,81,6,7,2,3,-,2,2,12,8,15,20,2,1,1,-,-,30.1,28
S00111569,144,9,7,3,8,-,3,3,14,14,19,39,15,9,1,-,-,37.2,39
S00111570,73,2,4,-,10,-,2,-,5,5,19,14,3,6,3,-,-,36.8,39
S00111571,115,10,3,4,7,1,4,3,3,12,28,13,7,13,4,-,3,37.2,35
S00111572,121,5,4,3,9,2,3,2,5,9,23,40,6,9,1,-,-,38.4,42
S00111573,76,3,5,2,4,1,3,-,3,5,13,22,12,3,-,-,-,38.7,44
S00111574,121,6,1,2,5,1,4,3,5,8,32,30,8,14,1,-,1,40.6,42
S00111575,63,4,-,2,3,1,5,-,1,1,13,20,8,1,3,1,-,41.3,46
S00111576,82,10,5,2,7,1,2,4,7,11,26,5,1,-,-,1,-,25.1,25
S00111577,86,8,1,4,8,1,7,3,12,12,16,12,1,1,-,-,-,26.4,24
S00111578,127,6,5,6,15,1,2,2,5,2,32,24,4,12,8,2,1,39.1,38
S00111579,79,6,2,-,3,-,2,-,8,8,13,23,5,4,5,-,-,40.3,43
S00111580,127,11,2,1,3,2,2,1,11,15,23,20,11,15,6,2,2,41.5,40
S00111581,76,6,3,-,-,-,3,3,6,13,15,17,1,4,3,2,-,36.9,33
S00111582,187,10,15,5,12,3,4,4,20,23,32,30,6,15,8,-,-,33.2,28
S00111583,90,2,3,1,2,1,1,2,8,3,8,37,7,9,6,-,-,46.1,51
S00111584,76,3,3,2,4,1,-,1,4,4,13,12,5,11,8,5,-,47.0,49
S00111585,89,5,3,2,4,1,1,3,6,4,15,19,5,15,5,-,1,43.1,46
S00111586,84,3,4,4,11,1,1,-,-,3,15,21,3,6,11,1,-,42.1,45
S00111587,61,4,2,2,2,-,1,2,4,4,12,10,5,9,4,-,-,42.2,43
S00111588,97,2,4,-,3,2,1,2,2,4,16,17,11,17,10,5,1,50.8,57
S00111589,124,4,3,3,2,1,6,2,13,7,22,33,15,10,-,3,-,41.7,44
S00111590,124,3,7,1,8,-,3,3,5,6,19,23,13,23,10,-,-,45.5,49
S00111591,57,3,2,1,3,-,-,2,2,1,10,15,1,6,8,1,2,48.6,53
S00111592,82,5,4,-,3,-,-,1,3,7,13,13,6,11,11,3,2,48.4,52
S00111593,59,1,1,-,2,-,1,2,1,6,10,13,4,11,5,1,1,49.1,51
S00111594,60,-,-,-,-,-,-,-,2,1,4,4,4,18,15,7,5,70.0,74
S00111595,54,-,-,-,-,-,-,-,1,3,2,8,3,14,12,6,5,68.4,72
S00111596,51,-,-,-,-,-,-,-,-,-,4,2,7,19,13,6,-,70.3,71
S00111597,53,2,-,-,-,-,-,-,1,5,3,5,6,12,9,6,4,63.7,69
S00111598,84,13,5,2,4,3,5,2,9,5,18,7,3,5,3,-,-,28.6,24
S00111599,141,15,5,2,11,4,5,4,13,10,33,21,3,12,3,-,-,32.6,30
S00111600,59,8,-,1,1,-,1,1,4,11,21,7,2,1,1,-,-,30.7,31
S00111601,66,1,1,-,3,-,-,1,4,21,13,15,2,5,-,-,-,37.0,30
S00111602,58,2,-,-,-,-,-,1,3,2,19,20,6,2,1,2,-,46.4,46
S00111603,127,14,9,9,9,-,5,3,11,11,25,20,-,9,1,1,-,29.2,27
S00111604,79,11,1,1,1,1,2,1,9,7,13,19,2,2,7,1,1,37.5,40
S00111605,134,15,7,4,3,1,1,2,6,14,19,25,8,10,15,4,-,40.5,40
S00111606,63,1,2,-,1,3,1,-,5,-,2,19,6,15,5,3,-,53.6,58
S00111607,133,4,1,-,2,1,4,3,9,8,15,34,4,24,19,5,-,51.0,53
S00111608,79,5,2,2,4,1,1,4,3,3,17,14,8,9,5,1,-,42.3,42
S00111609,79,5,1,1,1,-,1,-,14,2,7,26,5,7,6,3,-,45.1,50
S00111610,129,13,7,4,7,4,5,1,14,9,41,20,1,2,1,-,-,28.3,30
S00111611,79,4,-,1,4,-,1,-,8,4,18,22,7,4,4,2,-,42.9,44
S00111612,135,7,4,3,9,2,5,7,8,7,37,36,2,2,5,-,1,35.5,37
S00111613,52,3,2,-,1,-,1,-,3,3,6,13,5,5,5,3,2,50.0,50
S00111614,97,9,5,1,4,1,1,2,3,3,20,16,2,12,16,1,1,43.9,42
S00111615,81,8,2,2,4,-,2,-,4,6,14,18,6,9,5,1,-,40.9,42
S00111616,177,7,6,6,6,1,2,8,9,9,14,37,15,41,13,2,1,46.7,53
S00111617,78,3,2,3,5,2,5,6,4,4,17,14,3,7,2,1,-,35.7,38
S00111618,78,8,2,-,3,-,1,2,4,7,18,13,5,6,8,-,1,41.1,43
S00111619,119,7,7,3,7,2,4,3,6,3,28,28,8,7,6,-,-,37.8,39
S00111620,63,5,4,-,7,3,1,-,3,1,13,9,4,8,3,2,-,38.4,37
S00111621,140,5,5,6,16,2,7,6,5,7,27,27,6,12,8,-,1,37.1,37
S00111622,55,4,3,2,4,-,1,2,1,4,14,10,3,5,-,1,1,36.7,38
S00111623,84,5,2,1,4,2,1,-,6,5,16,15,10,11,4,-,2,43.8,45
S00111624,100,7,3,1,21,1,7,6,5,4,23,10,5,7,-,-,-,29.1,23
S00111625,163,16,14,6,18,3,4,11,9,11,36,22,4,5,2,2,-,28.0,25
S00111626,59,6,-,-,5,2,2,2,2,10,11,10,3,3,3,-,-,34.4,30
S00111627,122,13,2,1,9,1,6,2,11,9,28,14,9,11,5,1,-,35.8,34
S00111628,139,6,7,4,6,4,1,5,16,8,30,35,3,7,7,-,-,36.7,39
S00111629,100,3,4,2,5,-,-,3,2,3,21,26,7,13,9,2,-,46.6,49
S00111630,73,-,-,-,11,-,2,2,4,3,15,24,3,7,2,-,-,42.2,44
S00111631,71,4,2,2,6,-,-,1,3,3,21,9,3,12,5,-,-,41.5,40
S00111632,109,6,4,3,6,1,-,1,6,10,22,16,4,20,5,4,1,42.8,42
S00111633,82,-,-,1,2,3,1,2,5,2,7,30,7,15,5,1,1,50.7,52
S00111634,117,4,3,1,3,2,2,2,7,1,15,32,13,17,14,1,-,49.2,54
S00111635,50,2,2,-,1,-,1,1,3,6,14,12,2,3,2,-,1,41.1,40
S00111636,141,11,7,5,18,6,6,2,6,8,34,17,11,6,3,1,-,31.3,30
S00111637,117,-,2,2,9,3,3,3,7,6,17,42,7,16,-,-,-,42.3,46
S00111638,80,4,4,2,4,-,1,1,2,1,20,12,4,18,5,2,-,45.4,49
S00111639,71,6,1,2,1,-,1,1,4,9,7,10,2,14,12,1,-,46.7,53
S00111640,98,3,3,2,3,2,3,-,4,4,14,24,12,20,1,3,-,46.4,51
S00111641,69,9,6,-,1,2,2,3,4,4,22,9,2,5,-,-,-,30.6,31
S00111642,152,13,5,4,13,4,3,3,10,10,41,27,4,8,4,1,2,34.0,34
S00111643,75,3,3,2,4,4,-,2,1,2,16,21,6,8,2,-,1,41.7,45
S00111644,190,11,4,3,20,1,5,4,7,3,43,48,21,16,4,-,-,39.6,44
S00111645,163,20,8,4,8,1,1,-,11,17,45,26,11,9,2,-,-,32.8,33
S00111646,179,11,7,11,19,2,7,3,3,3,47,50,9,5,1,-,1,34.7,40
S00111647,143,16,6,3,4,2,4,3,7,12,40,32,5,9,-,-,-,33.1,36
S00111648,167,11,11,6,17,3,2,1,3,3,44,44,6,11,4,1,-,35.9,41
S00111649,95,5,5,3,2,1,4,2,5,3,26,31,2,1,5,-,-,38.0,42
S00111650,153,20,11,5,15,2,4,1,4,2,60,22,3,2,2,-,-,29.0,34
S00111651,197,19,11,5,14,2,8,4,6,10,71,32,8,7,-,-,-,31.6,35
S00111652,216,15,14,5,10,2,6,3,13,16,59,50,13,7,3,-,-,34.9,39
S00111653,82,10,8,2,2,-,2,1,-,6,36,8,1,5,-,-,1,30.9,33
S00111654,190,18,15,5,15,2,9,3,8,5,65,39,3,-,3,-,-,30.5,36
S00111655,199,28,6,2,10,1,1,2,7,25,83,19,6,8,-,1,-,30.3,31
S00111656,125,13,12,6,11,-,1,1,7,6,46,10,4,6,1,1,-,29.8,34
S00111657,275,45,25,18,22,-,5,1,6,7,103,37,5,1,-,-,-,26.3,33
S00111658,72,3,1,-,1,-,1,-,11,26,23,5,-,-,-,1,-,29.2,28
S00111659,94,10,1,2,4,1,2,1,3,9,33,14,10,1,3,-,-,35.1,36
S00111660,110,14,5,1,5,3,2,3,10,20,32,10,1,4,-,-,-,27.4,27
S00111661,150,18,15,6,10,2,2,2,5,9,56,18,6,-,-,1,-,27.7,31
S00111662,181,25,14,6,8,1,2,4,4,9,74,23,4,5,2,-,-,29.8,33
S00111663,119,12,6,3,4,3,-,2,13,31,26,16,1,-,2,-,-,27.3,27
S00111664,181,21,12,7,10,2,5,3,6,19,59,28,3,3,2,1,-,29.6,31
S00111665,154,22,9,2,12,-,2,5,7,6,49,30,5,4,-,1,-,30.3,35
S00111666,235,42,17,11,14,2,4,2,5,17,92,23,3,2,1,-,-,25.8,30
S00111667,183,19,9,8,10,1,-,4,9,22,75,23,1,1,1,-,-,28.5,31
S00111668,206,19,9,6,13,5,5,6,21,29,62,22,5,3,1,-,-,27.8,28
S00111669,126,18,2,2,6,2,2,1,20,30,24,14,3,1,1,-,-,27.2,26
S00111670,150,7,10,8,19,2,2,3,3,2,42,36,8,7,1,-,-,34.4,40
S00111671,188,13,15,4,19,5,7,2,4,17,66,24,1,7,4,-,-,30.1,32
S00111672,228,28,14,9,17,-,8,1,4,13,87,29,8,9,1,-,-,30.6,35
S00111673,173,16,16,10,14,2,4,2,4,-,60,40,1,3,1,-,-,30.4,37
S00111674,169,29,13,7,20,3,4,2,9,19,43,17,3,-,-,-,-,23.2,24
S00111675,215,23,11,7,17,4,7,5,6,8,77,41,5,3,1,-,-,30.8,35
S00111676,122,4,1,1,1,-,-,3,18,35,49,6,1,2,1,-,-,30.5,29
S00111677,175,31,12,5,9,3,3,3,6,13,60,24,1,4,1,-,-,27.0,30
S00111678,184,21,13,4,9,-,2,5,4,34,64,20,4,2,2,-,-,28.6,30
S00111679,184,28,13,6,10,1,4,4,3,9,81,16,7,1,1,-,-,27.6,32
S00111680,135,14,12,6,10,2,5,1,1,6,43,27,2,5,1,-,-,30.9,36
S00111681,130,10,7,3,9,3,5,2,7,7,45,25,3,3,1,-,-,31.8,36
S00111682,164,22,9,4,13,2,5,-,7,16,57,17,3,6,3,-,-,29.0,31
S00111683,202,32,14,5,17,4,6,2,4,4,81,28,1,2,2,-,-,28.1,35
S00111684,179,32,13,7,5,2,3,2,7,19,60,22,3,2,-,1,1,27.5,29
S00111685,224,31,22,6,11,5,5,4,6,14,81,28,9,2,-,-,-,27.9,31
S00111686,93,11,7,5,2,-,4,3,7,2,33,14,3,2,-,-,-,29.0,33
S00111687,283,44,20,11,22,5,4,6,6,10,89,54,8,2,2,-,-,28.2,33
S00111688,147,22,6,3,6,1,4,1,9,7,63,23,2,-,-,-,-,28.4,32
S00111689,70,3,2,-,4,1,3,-,5,1,8,20,6,9,6,2,-,46.1,50
S00111690,223,34,21,7,9,6,6,5,3,3,94,25,6,4,-,-,-,27.6,33
S00111691,233,26,25,13,14,3,5,1,8,1,81,44,8,2,2,-,-,30.0,37
S00111692,166,27,13,4,12,3,2,1,3,4,72,13,10,2,-,-,-,27.7,33
S00111693,252,32,9,3,14,1,6,4,9,35,98,28,6,7,-,-,-,29.5,31
S00111694,195,13,9,12,26,2,4,-,3,-,55,48,11,11,-,1,-,34.8,40
S00111695,193,5,8,2,12,4,8,6,8,4,32,55,20,17,10,2,-,42.8,46
S00111696,75,1,2,2,5,2,2,2,5,2,8,22,9,8,5,-,-,43.9,47
S00111697,128,1,6,5,8,1,2,3,4,2,23,36,21,7,8,1,-,44.5,49
S00111698,140,1,2,3,6,2,3,4,6,1,16,60,7,19,10,-,-,47.9,51
S00111699,63,5,2,-,-,4,2,1,1,2,13,15,4,8,4,1,1,43.6,46
S00111700,90,1,-,-,3,-,1,1,2,1,8,17,20,22,11,2,1,58.5,63
S00111701,98,7,2,3,2,-,1,2,3,2,21,22,13,15,4,1,-,45.7,49
S00111702,155,7,5,3,13,-,3,4,5,6,35,27,20,17,9,1,-,42.6,43
S00111703,98,10,7,5,6,1,3,2,3,4,25,19,4,6,2,1,-,33.4,35
