,All people aged 16 to 74,"1. Higher managerial, administrative and professional occupations: Total","1. Higher managerial, administrative and professional occupations: 1.1 Large employers and higher managerial occupations","1. Higher managerial, administrative and professional occupations: 1.2 Higher professional occupations",2. Lower managerial and professional occupations,3. Intermediate occupations,4. Small employers and own account workers,5.  Lower supervisory and technical occupations,6. Semi-routine occupations,7. Routine occupations,8. Never worked and long-term unemployed: Total,8. Never worked and long-term unemployed: L14.1 Never worked,8. Never worked and long-term unemployed: L14.2 Long-term unemployed,L15 Full-time students
S00121520,98,4,3,1,15,9,7,13,21,21,2,1,1,6
S00121521,67,2,1,1,10,7,-,17,14,9,6,2,4,2
S00121522,77,2,2,-,21,6,8,6,12,14,2,-,2,6
S00121523,66,1,-,1,16,3,7,11,14,13,1,-,1,-
S00121524,78,7,3,4,9,2,8,13,16,18,2,1,1,3
S00121525,78,2,-,2,9,5,8,15,20,10,6,4,2,3
S00121526,57,-,-,-,13,2,6,5,8,19,1,1,-,3
S00121527,112,9,1,8,21,21,19,10,15,8,1,1,-,8
S00121528,56,5,3,2,13,8,14,4,7,3,1,-,1,1
S00121529,77,6,3,3,18,6,9,10,19,7,-,-,-,2
S00121530,56,2,-,2,8,3,3,13,11,10,5,4,1,1
S00121531,80,-,-,-,10,6,2,6,22,21,8,5,3,5
S00121532,63,1,-,1,6,3,3,7,16,21,4,4,-,2
S00121533,118,1,-,1,14,14,7,19,26,23,6,2,4,8
S00121534,109,4,3,1,18,13,12,19,16,21,-,-,-,6
S00121535,111,1,-,1,16,6,4,8,34,30,9,4,5,3
S00121536,84,-,-,-,5,2,4,7,30,31,4,2,2,1
S00121537,111,-,-,-,7,5,11,7,36,38,5,4,1,2
S00121538,101,-,-,-,6,6,6,13,34,20,10,7,3,6
S00121539,45,-,-,-,2,1,6,2,10,14,6,2,4,4
S00121540,39,-,-,-,4,3,4,6,12,7,3,1,2,-
S00121541,74,-,-,-,12,5,5,5,17,23,6,1,5,1
S00121542,81,1,-,1,6,3,5,10,20,24,9,7,2,3
S00121543,83,1,-,1,5,8,4,13,23,19,10,8,2,-
S00121544,71,1,1,-,4,5,4,14,20,14,5,2,3,4
S00121545,67,4,3,1,8,6,1,12,18,12,2,1,1,4
S00121546,121,3,1,2,11,8,5,24,33,21,10,6,4,6
S00121547,62,3,-,3,7,9,7,8,15,11,-,-,-,2
S00121548,83,5,-,5,16,9,8,11,18,10,1,1,-,5
S00121549,69,-,-,-,9,8,8,14,13,10,5,5,-,2
S00121550,73,3,1,2,10,16,4,9,13,12,2,2,-,4
S00121551,88,4,2,2,19,8,11,8,24,7,2,2,-,5
S00121552,76,4,-,4,11,9,4,6,21,17,-,-,-,4
S00121553,100,3,2,1,15,9,5,14,26,19,-,-,-,9
S00121554,109,4,-,4,23,14,16,15,16,13,-,-,-,8
S00121555,82,2,1,1,7,5,4,17,18,17,5,4,1,7
S00121556,49,5,1,4,5,2,8,5,14,7,2,2,-,1
S00121557,66,2,2,-,15,8,6,11,13,9,-,-,-,2
S00121558,71,2,-,2,17,10,5,11,17,5,1,1,-,3
S00121559,67,2,-,2,7,2,2,11,17,22,3,1,2,1
S00121560,65,1,-,1,8,10,3,10,14,15,3,2,1,1
S00121561,60,3,3,-,2,5,4,12,19,10,3,1,2,2
S00121562,97,5,3,2,21,12,9,13,17,13,5,4,1,2
S00121563,126,7,1,6,12,14,14,14,34,17,6,5,1,8
S00121564,76,8,1,7,14,7,14,10,9,8,1,-,1,5
S00121565,111,3,-,3,22,15,17,11,16,18,5,3,2,4
S00121566,72,9,2,7,14,13,10,8,11,3,1,-,1,3
S00121567,115,9,-,9,23,9,23,11,17,14,5,2,3,4
S00121568,88,8,1,7,10,11,14,8,14,20,2,2,-,1
S00121569,77,5,1,4,15,6,18,9,9,8,3,1,2,4
S00121570,65,2,-,2,16,14,2,8,11,10,-,-,-,2
S00121571,67,4,1,3,20,5,7,9,9,9,1,-,1,3
S00121572,107,7,3,4,24,13,18,10,19,15,1,1,-,-
S00121573,87,5,1,4,18,10,8,8,23,11,3,2,1,1
S00121574,55,1,-,1,11,3,5,3,15,9,3,2,1,5
S00121575,68,1,-,1,13,9,9,9,18,6,-,-,-,3
S00121576,86,7,2,5,25,6,7,12,7,16,3,1,2,3
S00121577,107,3,-,3,17,7,6,16,27,27,1,1,-,3
S00121578,42,2,-,2,4,4,3,5,13,8,-,-,-,3
S00121579,58,5,3,2,11,6,1,6,18,7,3,3,-,1
S00121580,73,7,1,6,18,8,3,11,12,8,3,2,1,3
S00121581,125,10,4,6,31,10,12,13,24,19,4,3,1,2
S00121582,100,8,5,3,20,10,7,13,22,15,-,-,-,5
S00121583,69,2,1,1,15,5,4,8,17,11,6,3,3,1
S00121584,59,-,-,-,9,4,4,6,19,12,-,-,-,5
S00121585,117,5,1,4,28,10,17,13,20,13,6,2,4,5
S00121586,63,6,1,5,15,7,10,8,8,7,1,1,-,1
S00121587,85,4,2,2,16,8,11,8,18,11,3,1,2,6
S00121588,86,8,-,8,25,14,10,6,9,8,3,2,1,3
S00121589,72,3,1,2,11,8,13,9,17,10,-,-,-,1
S00121590,86,3,2,1,18,9,7,12,20,13,1,-,1,3
S00121591,87,5,-,5,19,7,13,11,11,13,5,3,2,3
S00121592,65,-,-,-,11,8,6,4,22,9,2,1,1,3
S00121593,104,4,1,3,15,7,13,11,28,21,1,1,-,4
S00121594,61,2,1,1,7,4,-,8,13,18,1,-,1,8
S00121595,87,5,1,4,28,9,8,7,8,10,4,3,1,8
S00121596,55,1,1,-,18,7,1,7,7,11,-,-,-,3
S00121597,89,8,3,5,19,10,9,8,18,10,-,-,-,7
S00121598,91,2,-,2,19,19,7,11,21,8,-,-,-,4
S00121599,88,10,4,6,26,15,8,6,6,6,2,2,-,9
S00121600,124,15,7,8,21,20,15,12,25,12,1,1,-,3
S00121601,105,7,2,5,20,9,21,7,22,13,2,-,2,4
S00121602,111,7,1,6,20,18,9,19,23,11,1,1,-,3
S00121603,90,2,1,1,20,10,5,9,19,11,2,2,-,12
S00121604,104,-,-,-,27,14,4,11,25,19,-,-,-,4
S00121605,73,1,1,-,16,5,4,6,17,18,4,3,1,2
S00121606,65,2,1,1,15,14,7,5,11,6,-,-,-,5
S00121607,81,8,7,1,27,7,15,5,9,6,-,-,-,4
S00121608,64,4,3,1,19,10,3,6,13,7,-,-,-,2
S00121609,104,-,-,-,31,17,3,8,21,13,2,1,1,9
S00121610,81,1,1,-,17,15,3,9,21,10,1,1,-,4
S00121611,85,3,1,2,11,6,5,14,20,23,-,-,-,3
S00121612,114,1,1,-,39,20,7,10,20,11,1,1,-,5
S00121613,70,1,-,1,8,5,8,10,22,8,6,4,2,2
S00121614,100,-,-,-,9,6,7,12,21,25,14,7,7,6
S00121615,115,1,1,-,17,10,5,18,17,19,12,5,7,16
S00121616,109,18,8,10,24,16,13,9,15,6,1,1,-,7
S00121617,104,8,5,3,23,13,11,9,26,5,3,2,1,6
S00121618,109,10,2,8,35,26,8,8,10,6,2,2,-,4
S00121619,90,4,1,3,26,11,4,7,29,7,1,-,1,1
S00121620,82,2,1,1,14,12,7,7,14,15,5,3,2,6
S00121621,77,7,4,3,22,10,5,8,10,3,1,1,-,11
S00121622,56,1,-,1,17,5,5,2,11,5,4,3,1,6
S00121623,124,9,2,7,35,19,7,16,19,15,-,-,-,4
S00121624,109,7,3,4,27,9,8,16,17,13,7,4,3,5
S00121625,55,-,-,-,6,3,1,8,13,18,2,1,1,4
S00121626,77,1,-,1,13,11,4,9,18,16,2,1,1,3
S00121627,114,6,2,4,15,8,10,15,26,27,3,3,-,4
S00121628,70,4,1,3,25,6,7,3,12,10,2,1,1,1
S00121629,92,10,3,7,19,16,8,11,17,9,-,-,-,2
S00121630,83,10,6,4,19,8,7,6,15,9,-,-,-,9
S00121631,146,12,3,9,30,16,10,20,27,15,7,4,3,9
S00121632,69,1,-,1,8,9,2,10,20,15,1,-,1,3
S00121633,96,4,3,1,29,12,13,6,22,7,-,-,-,3
S00121634,76,1,1,-,22,3,10,6,24,5,3,2,1,2
S00121635,70,3,-,3,13,12,7,10,14,7,2,1,1,2
S00121636,87,1,-,1,26,11,11,5,14,15,1,-,1,3
S00121637,73,1,1,-,11,12,9,8,15,13,1,1,-,3
S00121638,85,2,-,2,11,8,3,19,20,12,4,2,2,6
S00121639,62,3,1,2,12,7,2,10,10,14,2,2,-,2
S00121640,50,2,-,2,3,2,4,5,13,12,7,2,5,2
S00121641,50,-,-,-,9,6,6,7,7,10,1,-,1,4
S00121642,106,1,-,1,19,9,2,12,26,22,5,3,2,10
S00121643,106,3,1,2,18,8,6,11,22,24,7,5,2,7
S00121644,49,1,-,1,12,7,3,8,11,4,-,-,-,3
S00121645,108,2,-,2,19,15,9,8,30,17,4,2,2,4
S00121646,79,3,2,1,13,13,5,10,16,13,3,1,2,3
S00121647,63,2,-,2,14,10,-,6,9,18,2,-,2,2
S00121648,103,1,-,1,15,10,3,11,19,29,3,2,1,12
S00121649,76,2,1,1,14,12,3,10,16,10,4,1,3,5
S00121650,88,7,4,3,27,12,5,9,13,5,1,-,1,9
S00121651,70,11,6,5,15,5,5,8,12,10,2,1,1,2
S00121652,301,6,-,6,38,3,4,5,2,-,-,-,-,243
S00121653,87,5,-,5,25,6,13,10,12,7,1,-,1,8
S00121654,74,8,1,7,16,11,5,7,10,5,6,3,3,6
S00121655,84,9,4,5,27,9,14,7,13,2,1,-,1,2
S00121656,151,13,5,8,37,21,21,18,19,15,3,1,2,4
S00121657,94,8,1,7,19,14,17,7,15,8,3,2,1,3
S00121658,123,11,2,9,23,10,26,12,13,17,3,2,1,8
S00121659,92,14,3,11,20,12,11,11,13,7,-,-,-,4
S00121660,59,2,-,2,5,11,14,5,8,11,1,-,1,2
S00121661,88,8,-,8,23,19,10,4,14,4,4,4,-,2
S00121662,66,6,2,4,13,8,7,7,10,10,1,-,1,4
S00121663,106,5,2,3,28,14,11,8,15,14,7,7,-,4
S00121664,86,6,2,4,15,10,21,10,10,8,1,1,-,5
S00121665,73,7,2,5,15,13,11,3,9,12,-,-,-,3
S00121666,97,16,6,10,21,8,27,6,8,2,2,1,1,7
S00121667,69,8,5,3,18,13,10,3,3,9,-,-,-,5
S00121668,100,11,4,7,28,8,10,11,12,11,4,4,-,5
S00121669,65,6,1,5,12,9,9,4,9,5,4,3,1,7
S00121670,69,2,1,1,15,10,7,6,15,14,-,-,-,-
S00121671,69,3,1,2,21,7,6,5,8,15,3,3,-,1
S00121672,104,5,-,5,17,8,9,16,19,18,8,6,2,4
S00121673,45,1,-,1,8,8,2,9,7,2,2,2,-,6
S00121674,67,4,1,3,16,7,7,9,15,7,1,1,-,1
S00121675,94,1,1,-,11,4,6,12,26,18,10,4,6,6
S00121676,79,10,1,9,19,12,13,8,9,3,4,2,2,1
S00121677,45,5,-,5,16,6,1,4,7,4,1,-,1,1
S00121678,101,6,2,4,24,20,7,11,16,8,5,1,4,4
S00121679,81,2,1,1,19,10,14,9,13,8,3,2,1,3
S00121680,90,3,1,2,22,15,11,10,19,6,-,-,-,4
S00121681,61,5,3,2,21,7,4,2,13,8,-,-,-,1
S00121682,59,5,1,4,7,8,7,6,9,7,7,2,5,3
S00121683,59,2,1,1,17,9,5,10,12,4,-,-,-,-
S00121684,118,15,3,12,33,10,17,8,12,6,5,2,3,12
S00121685,101,5,1,4,32,15,11,11,16,7,1,-,1,3
S00121686,67,3,-,3,16,10,3,9,15,6,2,1,1,3
S00121687,40,5,-,5,15,4,1,4,6,3,-,-,-,2
S00121688,38,5,-,5,12,7,7,3,2,-,-,-,-,2
S00121689,60,3,-,3,18,5,4,5,14,5,-,-,-,6
S00121690,99,6,3,3,14,11,14,19,14,15,3,-,3,3
S00121691,80,7,1,6,8,5,7,8,22,20,1,-,1,2
S00121692,61,1,-,1,8,7,7,11,8,11,3,2,1,5
S00121693,109,13,6,7,32,23,4,4,15,9,-,-,-,9
S00121694,81,4,1,3,12,13,4,2,17,20,4,1,3,5
S00121695,100,9,2,7,23,5,20,8,14,13,2,2,-,6
S00121696,90,10,4,6,29,10,4,8,10,14,-,-,-,5
S00121697,67,12,6,6,21,5,3,5,9,8,-,-,-,4
S00121698,85,8,3,5,17,15,7,6,13,13,2,1,1,4
S00121699,47,5,2,3,7,6,4,6,9,8,-,-,-,2
S00121700,78,3,1,2,13,8,10,10,13,17,-,-,-,4
S00121701,62,-,-,-,6,7,2,7,17,14,-,-,-,9
S00121702,55,3,1,2,9,6,6,9,13,6,3,2,1,-
S00121703,85,6,2,4,21,13,3,7,12,17,2,1,1,4
S00121704,101,5,-,5,23,11,21,10,15,8,6,6,-,2
S00121705,58,4,1,3,21,5,7,7,7,4,2,1,1,1
S00121706,62,2,1,1,8,4,3,6,13,22,3,2,1,1
S00121707,112,6,2,4,15,7,27,10,21,22,-,-,-,4
S00121708,87,6,2,4,18,11,6,15,10,17,1,-,1,3
S00121709,103,5,-,5,15,9,9,19,21,15,6,5,1,4
S00121710,45,1,-,1,9,7,6,5,3,8,2,2,-,4
S00121711,54,4,-,4,11,7,2,8,10,8,-,-,-,4
S00121712,72,4,-,4,18,4,6,9,15,10,2,2,-,4
S00121713,60,2,1,1,6,6,5,9,15,13,2,2,-,2
S00121714,103,2,1,1,10,16,17,10,20,25,-,-,-,3
S00121715,67,5,3,2,12,9,7,7,9,11,-,-,-,7
S00121716,81,4,1,3,14,6,7,8,20,16,1,-,1,5
S00121717,41,2,1,1,3,-,4,7,10,11,2,2,-,2
S00121718,100,-,-,-,22,22,7,12,17,10,1,1,-,9
S00121719,71,7,1,6,18,9,6,4,12,6,1,-,1,8
S00121720,37,6,5,1,13,2,2,3,5,4,-,-,-,2
S00121721,83,11,1,10,19,8,7,10,13,9,1,-,1,5
S00121722,51,2,-,2,9,12,2,7,8,2,2,2,-,7
S00121723,70,1,1,-,18,13,4,9,9,10,2,2,-,4
S00121724,68,4,1,3,18,11,5,6,11,8,2,-,2,3
S00121725,49,3,2,1,14,4,8,5,4,11,-,-,-,-
S00121726,65,3,1,2,8,9,8,7,10,11,4,3,1,5
S00121727,62,2,-,2,7,7,1,8,15,19,2,1,1,1
S00121728,75,-,-,-,9,6,1,13,20,18,5,4,1,3
S00121729,75,1,-,1,15,12,11,11,13,10,-,-,-,2
S00121730,50,1,-,1,9,4,1,4,16,9,5,2,3,1
S00121731,105,4,1,3,31,17,5,8,18,14,3,1,2,5
S00121732,48,1,1,-,13,10,6,10,5,2,-,-,-,1
S00121733,78,1,-,1,5,10,2,9,18,23,8,4,4,2
S00121734,68,2,2,-,11,7,5,12,15,6,5,2,3,5
S00121735,62,2,-,2,16,14,3,11,7,5,-,-,-,4
S00121736,112,5,1,4,24,21,4,24,18,12,-,-,-,4
S00121737,111,4,2,2,20,11,7,18,23,17,3,2,1,8
S00121738,47,2,1,1,19,-,2,5,12,3,1,1,-,3
S00121739,50,1,1,-,3,2,4,8,10,14,5,3,2,3
S00121740,105,2,-,2,10,7,7,7,31,27,8,7,1,6
S00121741,74,1,-,1,34,16,2,4,9,5,1,1,-,2
S00121742,117,4,1,3,51,26,2,6,12,7,3,1,2,6
S00121743,72,14,1,13,16,10,14,5,8,2,-,-,-,3
S00121744,98,15,8,7,18,9,23,7,16,7,1,1,-,2
S00121745,116,5,2,3,22,14,26,8,22,15,1,1,-,3
S00121746,103,5,1,4,28,6,19,5,19,11,3,2,1,7
S00121747,53,6,1,5,5,6,5,11,10,6,1,1,-,3
S00121748,135,16,4,12,38,19,15,14,12,10,1,-,1,10
S00121749,102,8,1,7,32,13,15,10,14,6,1,-,1,3
S00121750,97,9,1,8,23,14,8,9,15,10,2,1,1,7
S00121751,103,2,-,2,32,18,15,10,9,9,4,2,2,4
S00121752,97,6,1,5,28,14,13,5,16,10,2,2,-,3
S00121753,50,1,1,-,4,5,15,7,11,5,1,-,1,1
S00121754,95,4,-,4,9,10,11,9,21,15,12,8,4,4
S00121755,56,4,-,4,8,7,13,6,11,4,-,-,-,3
S00121756,52,5,3,2,9,6,1,5,13,10,2,1,1,1
S00121757,60,7,1,6,21,10,6,7,5,2,2,-,2,-
S00121758,87,5,1,4,35,7,10,12,7,5,2,1,1,4
S00121759,142,19,6,13,37,21,21,8,15,5,4,2,2,12
S00121760,45,6,3,3,16,5,4,1,6,6,-,-,-,1
S00121761,101,6,1,5,21,10,13,9,21,12,5,3,2,4
S00121762,174,11,4,7,58,27,16,18,16,16,2,1,1,10
S00121763,75,14,5,9,15,14,6,4,10,3,3,-,3,6
S00121764,75,7,1,6,30,11,2,2,11,4,-,-,-,8
S00121765,169,13,7,6,56,19,10,18,24,11,3,1,2,15
S00121766,189,8,2,6,47,24,13,20,39,21,8,6,2,9
S00121767,68,10,5,5,13,7,19,2,6,8,1,-,1,2
S00121768,67,5,2,3,7,7,6,7,18,12,2,1,1,3
S00121769,63,4,-,4,10,5,6,8,14,10,3,2,1,3
S00121770,53,-,-,-,8,6,3,9,16,8,1,-,1,2
S00121771,70,5,3,2,14,7,8,8,12,12,-,-,-,4
S00121772,93,10,4,6,15,13,8,8,21,9,3,3,-,6
S00121773,102,12,-,12,23,15,6,11,19,12,-,-,-,4
S00121774,92,6,1,5,20,13,4,4,17,20,1,1,-,7
S00121775,75,5,2,3,14,8,8,11,12,9,3,1,2,5
S00121776,60,3,1,2,15,9,5,3,13,10,-,-,-,2
S00121777,51,3,2,1,5,6,5,8,11,11,2,2,-,-
S00121778,77,2,-,2,5,5,7,6,25,21,1,1,-,5
S00121779,77,3,1,2,15,7,5,10,17,14,-,-,-,6
S00121780,70,3,-,3,7,6,7,4,21,15,3,1,2,4
S00121781,111,2,1,1,11,10,3,17,29,28,8,3,5,3
S00121782,73,1,-,1,8,8,6,6,21,13,3,1,2,7
S00121783,98,5,-,5,16,14,8,10,22,14,5,1,4,4
S00121784,140,7,3,4,43,25,11,16,15,11,4,3,1,8
S00121785,87,2,-,2,7,18,5,13,21,13,2,-,2,6
S00121786,75,2,-,2,25,14,3,4,15,5,-,-,-,7
S00121787,86,2,1,1,17,9,5,5,21,16,1,1,-,10
S00121788,88,3,-,3,10,9,11,5,13,22,13,9,4,2
S00121789,68,1,-,1,7,3,7,12,14,13,9,3,6,2
S00121790,109,8,2,6,26,8,4,14,24,14,5,4,1,6
S00121791,60,6,1,5,20,10,8,3,10,2,-,-,-,1
S00121792,82,4,2,2,18,13,7,9,12,13,4,2,2,2
S00121793,40,4,-,4,14,2,2,2,3,6,3,2,1,4
S00121794,59,5,-,5,9,9,4,7,8,7,6,4,2,4
S00121795,105,17,3,14,31,20,3,7,12,6,3,3,-,6
S00121796,39,5,1,4,12,2,6,1,9,1,1,1,-,2
S00121797,60,1,1,-,19,12,-,9,7,5,3,1,2,4
S00121798,47,1,1,-,21,3,2,6,8,4,1,1,-,1
S00121799,65,3,-,3,21,7,2,6,10,12,2,1,1,2
S00121800,112,13,2,11,31,15,9,4,23,9,2,-,2,6
S00121801,68,8,1,7,13,10,5,10,11,6,2,1,1,3
S00121802,73,6,-,6,12,10,6,7,16,10,5,3,2,1
S00121803,58,8,-,8,18,1,7,5,7,1,5,5,-,6
S00121804,44,5,2,3,10,8,1,2,8,6,2,2,-,2
S00121805,56,1,-,1,12,2,2,4,9,15,6,3,3,5
S00121806,38,1,-,1,4,2,3,5,12,8,1,-,1,2
S00121807,56,-,-,-,6,4,7,7,15,9,5,5,-,3
S00121808,76,4,-,4,12,5,3,12,15,16,5,3,2,4
S00121809,121,7,2,5,33,12,4,14,14,26,5,3,2,6
S00121810,52,4,-,4,6,5,5,3,17,11,-,-,-,1
S00121811,88,5,4,1,17,5,3,10,19,23,4,2,2,2
S00121812,84,3,2,1,28,11,2,10,16,4,1,1,-,9
S00121813,89,6,1,5,20,15,7,13,15,6,-,-,-,7
S00121814,146,21,14,7,26,21,12,11,25,17,3,-,3,10
S00121815,100,29,21,8,35,10,10,2,7,5,-,-,-,2
S00121816,107,51,47,4,30,11,4,2,5,2,2,1,1,-
S00121817,73,2,-,2,26,9,6,8,11,10,-,-,-,1
S00121818,115,2,1,1,40,34,5,6,20,3,2,1,1,3
S00121819,130,2,-,2,53,25,3,4,24,7,1,1,-,11
S00121820,50,4,-,4,14,6,4,1,10,9,-,-,-,2
S00121821,79,-,-,-,26,23,3,2,15,5,2,2,-,3
S00121822,76,6,2,4,13,10,13,11,10,11,1,-,1,1
S00121823,117,3,2,1,17,10,9,14,30,19,4,4,-,11
S00121824,61,1,-,1,12,10,-,6,16,9,5,-,5,2
S00121825,108,1,1,-,8,12,8,16,31,25,2,2,-,5
S00121826,59,1,-,1,11,7,3,14,9,12,1,1,-,1
S00121827,80,4,-,4,16,7,2,10,16,20,-,-,-,5
S00121828,60,-,-,-,8,5,5,7,16,12,2,-,2,5
S00121829,86,3,1,2,13,11,5,12,18,17,1,-,1,6
S00121830,65,3,1,2,10,5,2,7,21,8,5,-,5,4
S00121831,56,1,-,1,8,4,1,5,19,11,6,4,2,1
S00121832,84,3,1,2,8,13,3,13,16,22,4,4,-,2
S00121833,118,2,-,2,22,21,9,14,21,16,2,2,-,11
S00121834,71,6,2,4,18,8,2,5,17,9,1,-,1,5
S00121835,51,6,1,5,16,4,3,6,11,3,-,-,-,2
S00121836,97,3,1,2,10,12,6,17,25,20,2,-,2,2
S00121837,112,2,-,2,15,11,5,15,29,22,4,1,3,9
S00121838,51,-,-,-,11,8,3,7,10,8,3,2,1,1
S00121839,40,4,2,2,4,3,3,5,7,10,4,1,3,-
S00121840,58,1,-,1,8,8,3,5,16,10,6,4,2,1
S00121841,134,4,-,4,36,24,5,8,27,15,5,2,3,10
S00121842,101,1,-,1,14,5,6,11,33,16,11,3,8,4
S00121843,101,2,1,1,16,7,5,14,15,28,4,2,2,10
S00121844,108,4,1,3,18,9,5,16,26,15,6,3,3,9
S00121845,96,4,-,4,21,13,4,8,18,16,3,2,1,9
S00121846,122,2,1,1,21,13,8,14,28,28,4,3,1,4
S00121847,49,1,-,1,14,7,4,4,10,7,1,-,1,1
S00121848,87,3,2,1,24,16,1,14,11,9,1,1,-,8
S00121849,95,-,-,-,17,7,10,10,22,21,3,3,-,5
S00121850,116,3,1,2,13,10,16,29,18,21,4,1,3,2
S00121851,75,1,-,1,11,8,4,13,16,9,10,9,1,3
S00121852,55,2,1,1,11,8,8,5,10,7,2,2,-,2
S00121853,61,3,2,1,8,4,4,9,14,17,2,2,-,-
S00121854,51,2,1,1,9,3,4,3,18,9,-,-,-,3
S00121855,93,3,2,1,7,13,8,13,25,17,4,2,2,3
S00121856,93,10,4,6,19,13,21,9,10,7,2,2,-,2
S00121857,55,4,2,2,15,14,3,3,6,5,2,1,1,3
S00121858,89,7,4,3,26,11,8,4,16,10,3,2,1,4
S00121859,101,4,-,4,24,15,9,2,22,13,4,2,2,8
S00121860,97,6,4,2,16,10,8,11,19,21,1,-,1,5
S00121861,50,7,5,2,12,7,5,5,7,4,1,1,-,2
S00121862,117,8,3,5,37,11,4,13,27,7,3,1,2,7
S00121863,113,6,1,5,29,16,8,9,22,10,3,3,-,10
S00121864,91,7,2,5,21,20,4,12,9,9,2,1,1,7
S00121865,111,8,5,3,25,10,10,21,14,16,2,2,-,5
S00121866,86,5,4,1,30,13,3,12,9,9,1,-,1,4
S00121867,111,10,6,4,28,16,9,12,13,13,3,1,2,7
S00121868,117,5,-,5,27,10,12,14,15,20,4,3,1,10
S00121869,98,1,1,-,10,10,8,14,27,17,5,2,3,6
S00121870,126,8,2,6,27,9,5,15,36,15,7,4,3,4
S00121871,133,3,1,2,29,23,11,15,27,18,-,-,-,7
S00121872,65,3,-,3,15,11,4,5,15,6,2,-,2,4
S00121873,124,8,1,7,37,13,9,19,22,11,1,-,1,4
S00121874,97,5,1,4,24,20,10,6,13,12,3,2,1,4
S00121875,119,3,1,2,30,16,18,7,12,14,12,10,2,7
S00121876,48,2,-,2,13,5,9,4,6,3,3,3,-,3
S00121877,132,6,1,5,29,20,12,17,20,16,1,1,-,11
S00121878,90,2,-,2,12,9,4,9,25,19,9,8,1,1
S00121879,98,1,-,1,7,8,2,17,24,28,6,3,3,5
S00121880,69,3,1,2,14,7,3,10,16,8,2,1,1,6
S00121881,75,1,-,1,8,10,4,12,20,10,6,4,2,4
S00121882,64,2,-,2,10,3,8,17,14,7,1,-,1,2
S00121883,70,-,-,-,22,17,3,6,10,6,2,1,1,4
S00121884,122,8,4,4,40,30,6,7,14,8,4,2,2,5
S00121885,110,1,-,1,58,21,2,5,11,4,3,-,3,5
S00121886,631,67,66,1,142,367,3,28,9,10,2,-,2,3
S00121887,103,11,5,6,23,12,30,7,4,10,1,1,-,5
S00121888,132,18,6,12,37,16,9,15,14,7,1,-,1,15
S00121889,74,-,-,-,15,10,2,6,14,9,9,2,7,9
S00121890,149,15,2,13,44,23,10,21,17,7,2,1,1,10
S00121891,140,24,4,20,33,28,7,8,18,11,2,-,2,9
S00121892,118,10,3,7,28,12,11,11,16,15,6,5,1,9
S00121893,97,10,2,8,25,10,18,9,13,6,3,2,1,3
S00121894,72,2,-,2,10,7,6,9,23,9,5,4,1,1
S00121895,137,13,5,8,32,8,38,12,14,10,3,2,1,7
S00121896,161,13,3,10,42,19,25,13,16,15,6,5,1,12
S00121897,57,10,2,8,10,7,12,2,6,5,4,4,-,1
S00121898,60,5,-,5,19,1,11,6,9,3,3,3,-,3
S00121899,82,10,1,9,28,14,5,9,4,4,2,-,2,6
S00121900,114,16,4,12,32,7,26,9,10,9,2,2,-,3
S00121901,74,1,-,1,13,10,7,9,17,13,3,1,2,1
S00121902,109,11,4,7,32,8,28,10,9,5,5,4,1,1
S00121903,46,5,1,4,16,11,-,2,3,4,2,2,-,3
S00121904,128,8,3,5,29,11,38,8,11,10,1,-,1,12
S00121905,130,17,3,14,27,16,26,2,18,12,6,2,4,6
S00121906,50,3,-,3,6,2,16,5,9,8,-,-,-,1
S00121907,69,1,1,-,14,5,10,15,10,10,2,-,2,2
S00121908,81,7,1,6,17,6,20,4,15,9,3,2,1,-
S00121909,139,12,3,9,32,12,26,13,25,15,2,-,2,2
S00121910,53,4,1,3,10,4,10,3,8,9,2,-,2,3
S00121911,112,10,5,5,34,11,25,8,15,4,-,-,-,5
S00121912,97,5,-,5,20,8,22,10,17,11,-,-,-,4
S00121913,88,6,-,6,26,7,20,8,9,6,3,2,1,3
S00121914,64,6,1,5,20,11,12,5,7,-,1,1,-,2
S00121915,46,1,1,-,10,6,10,5,7,6,1,1,-,-
S00121916,34,7,1,6,6,4,4,1,8,4,-,-,-,-
S00121917,55,4,2,2,5,7,16,9,8,4,-,-,-,2
S00121918,81,8,2,6,24,7,16,7,7,5,2,-,2,5
S00121919,122,12,1,11,32,13,23,8,18,5,3,1,2,8
S00121920,84,9,1,8,17,9,19,7,9,8,1,-,1,5
S00121921,50,7,2,5,7,5,16,2,9,2,-,-,-,2
S00121922,89,5,-,5,20,9,19,10,10,7,4,2,2,5
S00121923,58,7,1,6,12,2,14,4,11,2,2,2,-,4
S00121924,42,9,-,9,13,5,4,3,5,2,-,-,-,1
S00121925,77,3,-,3,16,3,34,8,6,4,1,1,-,2
S00121926,67,4,-,4,7,9,8,7,12,11,2,1,1,7
S00121927,87,1,-,1,6,9,17,9,21,15,5,3,2,4
S00121928,65,6,1,5,16,4,15,7,5,6,-,-,-,6
S00121929,63,8,4,4,18,7,10,3,3,11,2,1,1,1
S00121930,121,6,2,4,25,18,10,10,26,18,2,-,2,6
S00121931,107,7,2,5,19,8,23,12,17,15,3,1,2,3
S00121932,97,7,2,5,34,8,16,7,12,7,3,-,3,3
S00121933,46,5,2,3,9,8,15,1,5,1,-,-,-,2
S00121934,89,3,1,2,25,12,6,10,17,12,3,3,-,1
S00121935,143,7,1,6,34,27,6,26,25,9,3,1,2,6
